Text,One_Hot_Label,Emotion_Label,Character_Count,Word_Count
when thieves broke into our house i was disgusted by their behaviour they did not find anything so they broke things like the windows glasses etc,"[0, 0, 0, 0, 1, 0, 0]",disgust,150,26
when i bribed the person who caught me doing something i was not supposed to have done i was very ashamed of what i had done,"[0, 0, 0, 0, 0, 1, 0]",shame,127,26
i was caught doing something bad and i bribed the person who caught me later i felt very bad maybe i should have paid for my bad behaviour,"[0, 0, 0, 0, 0, 0, 1]",guilt,142,28
when i received a positive answer from my appeal to withdraw my registration at unza,"[1, 0, 0, 0, 0, 0, 0]",joy,85,15
i was a passenger in a vehicle when suddenly another vehicle came from behind to overtake us however another one was coming right in front so the other vehicle changed course and blocked our way and so we crashed against the side of the road,"[0, 1, 0, 0, 0, 0, 0]",fear,244,45
i was asked to stop studying economics a field which interested me by my employers,"[0, 0, 1, 0, 0, 0, 0]",anger,85,15
when i learnt of the death of a friend,"[0, 0, 0, 1, 0, 0, 0]",sadness,39,9
when i learnt that my offer to study at the university had been withdrawn and so i would not get hostel accomodation at unza even though i registered as a student later,"[0, 0, 0, 0, 1, 0, 0]",disgust,171,32
my love proposal was turned down by a lady i really loved,"[0, 0, 0, 0, 0, 1, 0]",shame,58,12
i came across a blind man sitting in one of the corridors and asking for money though i had some money i did not give him anything,"[0, 0, 0, 0, 0, 0, 1]",guilt,132,27
when i first came to the campus,"[1, 0, 0, 0, 0, 0, 0]",joy,32,7
when i was confronted by a policeman one night around NUM of the clock i was afraid when they threatened to take me and my girl to the gallows,"[0, 1, 0, 0, 0, 0, 0]",fear,139,27
when an argument with a friend of mine over our behaviour towards another friend turned into a quarrel i lost my temper and nearly knocked him out,"[0, 0, 1, 0, 0, 0, 0]",anger,150,27
when i lost my father in a car accident,"[0, 0, 0, 1, 0, 0, 0]",sadness,40,9
when i was denied my favourite dish at the dinning hall shima with roast chicken i felt disgusted,"[0, 0, 0, 0, 1, 0, 0]",disgust,101,18
i felt ashamed when a friend i had always respected insulted me in public he was drunk,"[0, 0, 0, 0, 0, 1, 0]",shame,91,17
when my library books were overdue and i did not have the money to pay for them,"[0, 0, 0, 0, 0, 0, 1]",guilt,80,17
when i got my results i had passed the form iii exams i had not expected to do so well,"[1, 0, 0, 0, 0, 0, 0]",joy,91,21
when i was an exploration with my friends and almost got lost in an unfamiliar environment it was getting dark and we did not know how to get back home,"[0, 1, 0, 0, 0, 0, 0]",fear,154,30
when my father did not get back from chipata on time he was thus holding back progress as everything depended on him i felt angry over his actions,"[0, 0, 1, 0, 0, 0, 0]",anger,150,28
when my little brother passed away mysteriously at least from what i was told about it,"[0, 0, 0, 1, 0, 0, 0]",sadness,88,16
when i saw a woman who had been run over by a train just off kafue the woman had been cut to bits there was blood and splinters of bone every where,"[0, 0, 0, 0, 1, 0, 0]",disgust,159,32
when i almost did something awful with a friend of mine and myself,"[0, 0, 0, 0, 0, 1, 0]",shame,67,13
when i passed out a female friend of mine for no apparent reason i was under the influence of drugs and when i am like that i get mad at anyone however small the provocation,"[0, 0, 0, 0, 0, 0, 1]",guilt,181,35
when i was accepted at unza,"[1, 0, 0, 0, 0, 0, 0]",joy,28,6
when thieves broke into our neighbour house and later we heard gunshots,"[0, 1, 0, 0, 0, 0, 0]",fear,74,12
when my aunt scolded me for something i was not responsible for a boy had come to our gate asking for me my aunt went out to see him i had neither met nor known the boy,"[0, 0, 1, 0, 0, 0, 0]",anger,174,37
when my cousin passed away unexpectedly and tragically a murder,"[0, 0, 0, 1, 0, 0, 0]",sadness,66,10
when my mother got a terrible beating from my father it was so bad that she fainted and it was only then that my dad realized how bad it was,"[0, 0, 0, 0, 1, 0, 0]",disgust,143,30
when my friend had a child out of wedlock,"[0, 0, 0, 0, 0, 1, 0]",shame,42,9
when i lied at home i told them that i was going to a christian meeting and i went to see my boyfriend instead,"[0, 0, 0, 0, 0, 0, 1]",guilt,114,24
receiving my result slip pass on my birthday,"[1, 0, 0, 0, 0, 0, 0]",joy,47,8
when we forced a friend to chew a poisonous herb in primary school his tongue was swollen and he told his mother about it the mother reported it to the headmaster who threatened to expel us,"[0, 1, 0, 0, 0, 0, 0]",fear,194,36
at boarding school someone put a lot of tiny thorns on my bed when i complained everybody began teasing me and laughing at my inability to find out my enemies i lost my temper,"[0, 0, 1, 0, 0, 0, 0]",anger,180,34
when my grandfather died,"[0, 0, 0, 1, 0, 0, 0]",sadness,25,4
my room mate was drunk he vomited on the floor and fell face down on the vomit nearly choking himself to death then he fainted and so i called the first aid,"[0, 0, 0, 0, 1, 0, 0]",disgust,160,31
as a kid my mother caught me stealing sugar and giving it to a neighbour,"[0, 0, 0, 0, 0, 1, 0]",shame,73,15
i got into a bad fight in a bar and my friend received a bad cut above his left eye while trying to separate us,"[0, 0, 0, 0, 0, 0, 1]",guilt,112,25
i felt vvery happy when i was accepted at unza for my studies i had not expected this as i had been ill during the exams,"[1, 0, 0, 0, 0, 0, 0]",joy,123,26
i felt very frightened when a robber broke into our house and threatened to shoot my father if he did not part with some money i was looking at the man with his hand on the trigger,"[0, 1, 0, 0, 0, 0, 0]",fear,183,37
a teacher at my former secondary school forced my darling to marry him the girl tried to refuse but her parents would not leave her alone,"[0, 0, 1, 0, 0, 0, 0]",anger,140,26
when my sister died she was only sixteen when she was put to rest,"[0, 0, 0, 1, 0, 0, 0]",sadness,67,14
when i witnessed an accident,"[0, 0, 0, 0, 1, 0, 0]",disgust,29,5
when my father found me in bed with a girl we were deep in actioon when he entered the room,"[0, 0, 0, 0, 0, 1, 0]",shame,93,20
i took my grandmother money without telling her and when asked if it was me who had taken the money i denied it,"[0, 0, 0, 0, 0, 0, 1]",guilt,115,23
when i won some coins in a small competion,"[1, 0, 0, 0, 0, 0, 0]",joy,43,9
i went home late one evening and saw that the security lights were off i got inside the gate and just then i realized that the dogs may be outside,"[0, 1, 0, 0, 0, 0, 0]",fear,149,30
my little niece who is very talkative suddenly became very naughty and began wetting her pants she did it one afternoon,"[0, 0, 1, 0, 0, 0, 0]",anger,124,21
this morning during my sleep i had a feeling that someboby was attacking me i started crying in my sleep and then my room mate woke me up,"[0, 0, 0, 1, 0, 0, 0]",sadness,140,27
when i learnt that my cousin sister was pregnant,"[0, 0, 0, 0, 1, 0, 0]",disgust,49,9
my cousin and i were at the farm and at night we drunk like fools and made a lot of noise we had drunk two much of wine,"[0, 0, 0, 0, 0, 1, 0]",shame,122,28
the fridge we had at home had a lock one day when i wanted something i unscrewed the door but unfortunately i was caught in the act,"[0, 0, 0, 0, 0, 0, 1]",guilt,135,27
when i was selected for the university,"[1, 0, 0, 0, 0, 0, 0]",joy,39,7
when i saw an accident a woman was run over and she died on the spot,"[0, 1, 0, 0, 0, 0, 0]",fear,70,16
when my dress and a few other things were stolen from my wardrobe,"[0, 0, 1, 0, 0, 0, 0]",anger,66,13
when my grandmother passed away,"[0, 0, 0, 1, 0, 0, 0]",sadness,32,5
while watching a movie someone who was drunk started vomiting helplessly,"[0, 0, 0, 0, 1, 0, 0]",disgust,74,11
when i ate my sister food and then she found out that it was me i felt very ashamed but still refused to admit that it was me,"[0, 0, 0, 0, 0, 1, 0]",shame,130,28
when i told a person something that had happened to my friend and this person went and told my friend,"[0, 0, 0, 0, 0, 0, 1]",guilt,103,20
when i got myself the kind of girlfriend i had been hunting for a long time,"[1, 0, 0, 0, 0, 0, 0]",joy,76,16
when i was told that the form five results were out,"[0, 1, 0, 0, 0, 0, 0]",fear,52,11
when i saw my younger sister being bothered by a boy she did not know,"[0, 0, 1, 0, 0, 0, 0]",anger,70,15
the time i lost a badminton match that i should have won at the zambia closed badminton championships,"[0, 0, 0, 1, 0, 0, 0]",sadness,103,18
when i was taking my girlfriend out she seemed to have taken her time,"[0, 0, 0, 0, 1, 0, 0]",disgust,71,14
when my dad caught me with a honey girlfriend in my bedroom,"[0, 0, 0, 0, 0, 1, 0]",shame,62,12
when i beat up a stupid boy who was fond of cracking jokes on me,"[0, 0, 0, 0, 0, 0, 1]",guilt,65,15
when i was selected for higher education i e grade NUM to formi,"[1, 0, 0, 0, 0, 0, 0]",joy,63,12
when i impregnated a certain girl i thought that i would be forced to marry her or go to court,"[0, 1, 0, 0, 0, 0, 0]",fear,96,20
when the university withdrew the accomodation that it had given me,"[0, 0, 1, 0, 0, 0, 0]",anger,67,11
when my mother and father separated it was a brief separation and they are together now,"[0, 0, 0, 1, 0, 0, 0]",sadness,90,16
when i patronized a certain tavern which had prostitutes it was almost a brothel,"[0, 0, 0, 0, 1, 0, 0]",disgust,82,14
when i proposed love to a girl and she turned me down,"[0, 0, 0, 0, 0, 1, 0]",shame,54,12
when i sided with my mother in a quarrel she had with my father before they briefly separated,"[0, 0, 0, 0, 0, 0, 1]",guilt,94,18
when i received a letter from a woman i thought had not ever cared for me this was when i needed her and i was overjoyed to learn that it was me who was delaying things,"[1, 0, 0, 0, 0, 0, 0]",joy,171,36
two guys were fighting murderously and i feared that one of them would be killed,"[0, 1, 0, 0, 0, 0, 0]",fear,81,15
when i could not reason my friend it angered me,"[0, 0, 1, 0, 0, 0, 0]",anger,49,10
i did not like it when a little girl was crying for her dead mother and was calling her by her name i was sad,"[0, 0, 0, 1, 0, 0, 0]",sadness,112,25
i feel disgusted at not having got aa a in yesterday practicals of g220,"[0, 0, 0, 0, 1, 0, 0]",disgust,78,14
i felt very ashamed at having got a book by force from a girl,"[0, 0, 0, 0, 0, 1, 0]",shame,62,14
i felt guilty of having suspected my room mate of stealing the money last term,"[0, 0, 0, 0, 0, 0, 1]",guilt,79,14
our only elder sister got married and started having pains in her abdomen and she was told that she could not have children to our suprise she had a baby NUM months back,"[1, 0, 0, 0, 0, 0, 0]",joy,169,33
my uncle was taken to the utc for an operation as he had cancer there had been a lot of deaths of late NUM out of every NUM operated i was scared for my uncle life,"[0, 1, 0, 0, 0, 0, 0]",fear,168,37
i had planned to go to town with my friend at NUM hours but she went for the registration and i waited for a good NUM and a NUM NUM hours it was vital for me to go to town but i could not as it was she who had the money finally i borrowed some money from friends and we went to town i was really angry with my friend,"[0, 0, 1, 0, 0, 0, 0]",anger,318,70
i dreamt of my father death while i was at secondary school i was screaming at the top of my voice and was woken up by my friend that day i was really sad,"[0, 0, 0, 1, 0, 0, 0]",sadness,161,34
i had prepared a special meal for my boyfriend but when my brother came home he ate it all i was really disgusted about it,"[0, 0, 0, 0, 1, 0, 0]",disgust,125,25
we were at a party this guy i liked and me i really loved him and gathered enough courage to ask him to kiss me he did not do it but instead asked me what i would like for my birthday i told him that i would like a kiss more than anything else but he excused himself and said that it was impossible i really felt embarassed,"[0, 0, 0, 0, 0, 1, 0]",shame,333,68
we were at secondary school and i was making a lot of noise the teacher came to ask us as to who was making all the noise i did not own up so the whole class was punished,"[0, 0, 0, 0, 0, 0, 1]",guilt,176,38
i was very happy when my scholarship to continue studying at unza was approved after it had been cancelled,"[1, 0, 0, 0, 0, 0, 0]",joy,107,19
when i met an elephant in the bush,"[0, 1, 0, 0, 0, 0, 0]",fear,35,8
when someone took my pen away,"[0, 0, 1, 0, 0, 0, 0]",anger,30,6
when my cousin passed away during the holidays at home he fell ill at night and the next day he died in the evening,"[0, 0, 0, 1, 0, 0, 0]",sadness,118,24
an officer at the dean of students office had promised me to give me a room the next day but he failed to keep his promise,"[0, 0, 0, 0, 1, 0, 0]",disgust,124,26
i do not have accomodation on the campus so i stay with my extended family one young man used bad words while asking me to leave their home,"[0, 0, 0, 0, 0, 1, 0]",shame,141,28
i broke a glass of glycerine at the z c b c store in ndola,"[0, 0, 0, 0, 0, 0, 1]",guilt,59,12
when i was with someone i love,"[1, 0, 0, 0, 0, 0, 0]",joy,31,7
when i was walking around all alone at night,"[0, 1, 0, 0, 0, 0, 0]",fear,45,9
being made to look like a fool by a girl,"[0, 0, 1, 0, 0, 0, 0]",anger,41,10
when my dad passed away,"[0, 0, 0, 1, 0, 0, 0]",sadness,24,5
when i was told that i had no right to control my lover,"[0, 0, 0, 0, 1, 0, 0]",disgust,56,13
getting very low marks in mathematics,"[0, 0, 0, 0, 0, 1, 0]",shame,38,6
when one of my lovers told me that i was a flirt,"[0, 0, 0, 0, 0, 0, 1]",guilt,49,12
at my sister wedding,"[1, 0, 0, 0, 0, 0, 0]",joy,23,4
when i had to walk along a dark road alone,"[0, 1, 0, 0, 0, 0, 0]",fear,43,10
when i was locked out of my room by my room mate friend,"[0, 0, 1, 0, 0, 0, 0]",anger,58,12
when i failed one of my courses at school the university of zambia,"[0, 0, 0, 1, 0, 0, 0]",sadness,69,14
when i found out that someone close to me was flirting around,"[0, 0, 0, 0, 1, 0, 0]",disgust,62,12
when i swindled money out of someone,"[0, 0, 0, 0, 0, 1, 0]",shame,37,7
i did not deliver a message on time,"[0, 0, 0, 0, 0, 0, 1]",guilt,36,8
when the lady who is now my wife accepted my proposal to be my lover and future wife,"[1, 0, 0, 0, 0, 0, 0]",joy,85,18
when my neighbour house was broken into and shots could be heard,"[0, 1, 0, 0, 0, 0, 0]",fear,67,12
when a thief broke into my house and stole some valuable goods,"[0, 0, 1, 0, 0, 0, 0]",anger,63,12
the death of my guardian with whom i had stayed when i did my grade six,"[0, 0, 0, 1, 0, 0, 0]",sadness,72,16
when i was substituted in a play which was to be staged after i had learnt all the lines,"[0, 0, 0, 0, 1, 0, 0]",disgust,90,19
when a woman who i respected very much was made pregnant unexpectedly by a man of a caliber i never expected,"[0, 0, 0, 0, 0, 1, 0]",shame,110,21
when i applied for a false travelling claim allowance and later i thought that i would be found out,"[0, 0, 0, 0, 0, 0, 1]",guilt,100,19
i felt happy when my mother gave birth to a son who is the last born in the family,"[1, 0, 0, 0, 0, 0, 0]",joy,83,19
my father had been involved in a car accident two years ago i was then very scared thinking that he would die as he lay unconscious in hospital for two weeks,"[0, 1, 0, 0, 0, 0, 0]",fear,160,31
i felt very angry when a mishanga seller robbed me of the transport money i had to go to school,"[0, 0, 1, 0, 0, 0, 0]",anger,96,20
i felt very sad when a friend of mine failed the final exam and she could not be accepted at the institution of learning,"[0, 0, 0, 1, 0, 0, 0]",sadness,121,24
i felt disgusted when a fellow student asked me to marry him i had not expected this from him as he was a mere friend,"[0, 0, 0, 0, 1, 0, 0]",disgust,120,25
i was ashamed when my friend and i were cross with each other till we apologized to each other,"[0, 0, 0, 0, 0, 1, 0]",shame,95,19
i felt guilty when i said bad things to my sister i had not intended to do so she cried a lot and later she fell ill and i felt responsible for her illness,"[0, 0, 0, 0, 0, 0, 1]",guilt,159,34
when i was selected to study here at unza,"[1, 0, 0, 0, 0, 0, 0]",joy,42,9
in NUM i was going to a school which was near my village and i met a lion on the way which disappeared suddenly,"[0, 1, 0, 0, 0, 0, 0]",fear,116,24
when my wife told me that the refrigerator had stopped working,"[0, 0, 1, 0, 0, 0, 0]",anger,63,11
when i heard of the death of my mother,"[0, 0, 0, 1, 0, 0, 0]",sadness,39,9
when my relatives troubled me so that i would help them financially,"[0, 0, 0, 0, 1, 0, 0]",disgust,68,12
when i failed one of the first year courses,"[0, 0, 0, 0, 0, 1, 0]",shame,46,9
when i was late for work and told my boss that it was due to transport problem whereas the truth was that i had woken up late i thus cheated my boss,"[0, 0, 0, 0, 0, 0, 1]",guilt,152,32
i was overwhelmed with joy when i received the acceptance letter to unza this happened again when i passed all my first year courses,"[1, 0, 0, 0, 0, 0, 0]",joy,135,24
in NUM when my friend was caught by a crocodile we were swimming in a river on whose banks our primary school was situated when my friend was caught he was on the banks of the river and some of us were still in the middle of the river i was very frightened,"[0, 1, 0, 0, 0, 0, 0]",fear,265,53
in NUM i was annoyed at an uncle who was drunk and was beating up his old father he claimed that the father was responsible for his guardian failure,"[0, 0, 1, 0, 0, 0, 0]",anger,155,29
last academic year i received bad news my grand uncle had passed away i felt lonely and bad because apart from the biological ties he was a good old friend of mine at home,"[0, 0, 0, 1, 0, 0, 0]",sadness,185,34
last week a former school secondary mate of mine who is now in a differentt school came to my room here at unza in my absence he was drunk and he vomited in my room i was unhappy,"[0, 0, 0, 0, 1, 0, 0]",disgust,186,38
a few years back i had proposed love to a girl who later turned out to be related to me though we were in love with each other we both felt ashamed and withdrew from each other,"[0, 0, 0, 0, 0, 1, 0]",shame,180,37
last year i was asked to look after my niece while her mother was cooking unfortunately the kid fell off the bed i was confident that she would not fall and had not been paying much attention,"[0, 0, 0, 0, 0, 0, 1]",guilt,195,37
when i qualified for form i i was one of the three pupils who qualified for form i that year,"[1, 0, 0, 0, 0, 0, 0]",joy,95,20
when i learnt that the girl i had impregnated was in hospital and was on the verge of dying as she had refused to accept the responsibility of her pregnancy and had wanted to commit suicide,"[0, 1, 0, 0, 0, 0, 0]",fear,190,36
when i got home i found that the electrical supply had been disconnected despite my having paid zesco the full bill a few days earlier,"[0, 0, 1, 0, 0, 0, 0]",anger,136,25
when i lost my grandmother she had been my guardian after the death of my father,"[0, 0, 0, 1, 0, 0, 0]",sadness,83,16
when my demand for accomodation on the campus was refused and the rooms were allotted to first year students who were from rucher and came from influential families,"[0, 0, 0, 0, 1, 0, 0]",disgust,169,28
when i told a girl that i could not take her out that night as i was entertaining my mother who had come from home however i later met this girl with another girlfriend at a hostel where i had taken out another girlfriend of mine,"[0, 0, 0, 0, 0, 1, 0]",shame,233,46
when i told the driver at my workplace to lie and tell the boss that it was not me who was responsible for the delay the boss was very annoyed and the driver was punished and a day salary was taken away from him,"[0, 0, 0, 0, 0, 0, 1]",guilt,216,44
when my wife gave birth to a baby boy my only son to date,"[1, 0, 0, 0, 0, 0, 0]",joy,60,15
when burglars with guns forced themselves into my house and ordered me to give them money or face death,"[0, 1, 0, 0, 0, 0, 0]",fear,104,19
when my colleague spat on my face after a quarrel,"[0, 0, 1, 0, 0, 0, 0]",anger,50,10
when my elder brother died,"[0, 0, 0, 1, 0, 0, 0]",sadness,27,5
when my friend after a beer spree vomitted in my sitting room,"[0, 0, 0, 0, 1, 0, 0]",disgust,63,12
when i was taken to the place where my uncle had defecated in his pants after having drunk beer,"[0, 0, 0, 0, 0, 1, 0]",shame,96,19
when it was discovered that i had done the assignment at my work place this caused a lot of embarrassment for me,"[0, 0, 0, 0, 0, 0, 1]",guilt,114,22
when my brother gave me a watch,"[1, 0, 0, 0, 0, 0, 0]",joy,32,7
whhen the front tyre of the car burst,"[0, 1, 0, 0, 0, 0, 0]",fear,38,8
when i was insulted by a fellow student,"[0, 0, 1, 0, 0, 0, 0]",anger,40,8
when the girl i loved turned me down,"[0, 0, 0, 1, 0, 0, 0]",sadness,37,8
when i found my girl in bed with another man,"[0, 0, 0, 0, 1, 0, 0]",disgust,45,10
when i failed grade NUM,"[0, 0, 0, 0, 0, 1, 0]",shame,22,5
when i was caught going out with another girl by my girlfriend,"[0, 0, 0, 0, 0, 0, 1]",guilt,63,12
when i passed the first year and so i could come back for my second year,"[1, 0, 0, 0, 0, 0, 0]",joy,73,16
i was working at a certain place and everyday after work dad would come to pick me up one day he did not come it started getting very dark and i had no money on me and my home was very very far away,"[0, 1, 0, 0, 0, 0, 0]",fear,203,44
one day i had an appointment with my boyfriend which i had objected to in the begining however he visited me and convinced me to come the day of the appointment i had to wait for him for over an hour,"[0, 0, 1, 0, 0, 0, 0]",anger,204,41
when my grandmother passed away we had been waiting for it as she had been sick for years but when it happened i found it hard to accept,"[0, 0, 0, 1, 0, 0, 0]",sadness,140,28
when my grandmother came to stay with us permanently as she is a very difficult person to stay with and when she started telling false stories about us to other people,"[0, 0, 0, 0, 1, 0, 0]",disgust,168,31
when i realized that i was pregnant i thought about what my relatives and friends would think about me and i felt a lot of self pity,"[0, 0, 0, 0, 0, 1, 0]",shame,135,27
one day when i was working i went out for dinner with friends without my parents knowledge and i only came home at NUM hours,"[0, 0, 0, 0, 0, 0, 1]",guilt,127,25
i was very happy when i found out that i had passed with flying colours and that i had made it to the university,"[1, 0, 0, 0, 0, 0, 0]",joy,113,24
last night i dreamt that things that looked like monsters were trying to kiss me,"[0, 1, 0, 0, 0, 0, 0]",fear,82,15
one of my colleagues accused me of having stolen his iron and i was sure that i had done no such thing,"[0, 0, 1, 0, 0, 0, 0]",anger,103,22
the passing away of my mum,"[0, 0, 0, 1, 0, 0, 0]",sadness,27,6
one of these people who sell meat in town used a knife to stab his friend and later carried on using the same knife to cut meat,"[0, 0, 0, 0, 1, 0, 0]",disgust,128,27
about a dozen girls laughed at me and i was sure that there was nothing wrong with me,"[0, 0, 0, 0, 0, 1, 0]",shame,86,18
this is a kind of confession my mum found me stealing meat from the pot,"[0, 0, 0, 0, 0, 0, 1]",guilt,74,16
the first time i really fell in love with a girl,"[1, 0, 0, 0, 0, 0, 0]",joy,49,11
the time i drove my uncle car without having asked for his permission it was the first time that i was driving a car,"[0, 1, 0, 0, 0, 0, 0]",fear,122,24
when my kid brother broke my reading spectacles,"[0, 0, 1, 0, 0, 0, 0]",anger,48,8
when my mum brother passed away after having been involved in a car accident he was bringing me a present as i had passed my form five exams with flying colours,"[0, 0, 0, 1, 0, 0, 0]",sadness,166,31
when i for the first time failed a junior exam i e form NUM,"[0, 0, 0, 0, 1, 0, 0]",disgust,61,13
when my mum learnt that i had beaten up someone in a fight,"[0, 0, 0, 0, 0, 1, 0]",shame,59,13
when i nearly got my fiancee pregnant,"[0, 0, 0, 0, 0, 0, 1]",guilt,38,7
when my sister first child came home after one week in intensive care at the hospital,"[1, 0, 0, 0, 0, 0, 0]",joy,89,16
when i was at a boarding school at lusaka the rhodesian soldiers came to bomb a house near our school and we saw the whole scene,"[0, 1, 0, 0, 0, 0, 0]",fear,130,26
a very close friend of mine was refused entrance to the medical school her grades were very good and she should not have been left out biased judgment,"[0, 0, 1, 0, 0, 0, 0]",anger,156,29
my sister lost one of her twin sons my first nephews and then the older one died a week later,"[0, 0, 0, 1, 0, 0, 0]",sadness,96,20
when i went to report a stolen good at the police station the woman officer in charge was very rude and did not seem to have respect for anyone,"[0, 0, 0, 0, 1, 0, 0]",disgust,145,26
i insulted two of my friends because i thought that had been gossiping about me right under my nose however i later found out that they were not doing so,"[0, 0, 0, 0, 0, 1, 0]",shame,155,30
i failed to keep a promise and this had a serious effet on someone is problem,"[0, 0, 0, 0, 0, 0, 1]",guilt,77,15
when i met my mother after not having seen her for three years,"[1, 0, 0, 0, 0, 0, 0]",joy,63,13
when my neighbour life was threatened by someone who was trying to break into his house,"[0, 1, 0, 0, 0, 0, 0]",fear,90,16
when a boy who was drunk came into my room and misbehaved in the presence of my boyfriend,"[0, 0, 1, 0, 0, 0, 0]",anger,90,18
my father resigned from work and soon after this his elder brother died the next day my granny died my mother mother my dad remains the only living member of his family,"[0, 0, 0, 1, 0, 0, 0]",sadness,178,32
when the committee to which i belong was accused of having squandered the money of the association,"[0, 0, 0, 0, 1, 0, 0]",disgust,101,17
when i went to the library three weeks after it had opened and found that everyone was busy,"[0, 0, 0, 0, 0, 1, 0]",shame,92,18
when my friend was punished for something that i had done,"[0, 0, 0, 0, 0, 0, 1]",guilt,58,11
for my parents anniversary we hosted a party and we were very happy,"[1, 0, 0, 0, 0, 0, 0]",joy,69,13
one evening when my sisters brothers and i were watching t v my kid brother took a big mirror and reflected light on the french windows i thought that these lights that we could see were coming from torches annd that it meant that there were thieves outside,"[0, 1, 0, 0, 0, 0, 0]",fear,261,47
some people were sitting outside and saying things which were not really true,"[0, 0, 1, 0, 0, 0, 0]",anger,78,13
a break up with someone i really liked,"[0, 0, 0, 1, 0, 0, 0]",sadness,39,7
i came across a woman in town who was very drunk she was swearing at everyone and carried on drinking even though she could hardly stand,"[0, 0, 0, 0, 1, 0, 0]",disgust,139,26
i was wearing a slit tight dress at a disco and it burst open,"[0, 0, 0, 0, 0, 1, 0]",shame,62,14
i had stopped talking to a very close friend of mine a week later he came over to try and make friends with me again and from the way he talked i felt that he was a very mean preson,"[0, 0, 0, 0, 0, 0, 1]",guilt,185,40
when i accepted jesus christ as my personal saviour,"[1, 0, 0, 0, 0, 0, 0]",joy,52,9
when i witnessed a bus accident in which a bus full of passengers nearly overturned on the lusaka kabwe road,"[0, 1, 0, 0, 0, 0, 0]",fear,112,19
when my sister came home late one day and thus disobeyed my parents,"[0, 0, 1, 0, 0, 0, 0]",anger,68,13
when i heard the news of my grandfather sudden death,"[0, 0, 0, 1, 0, 0, 0]",sadness,55,10
when i failed the grade NUM exams,"[0, 0, 0, 0, 1, 0, 0]",disgust,33,7
when my younger sister who was then NUM years old was pregnant,"[0, 0, 0, 0, 0, 1, 0]",shame,64,12
when i hurt my sisters for no reason at all,"[0, 0, 0, 0, 0, 0, 1]",guilt,44,10
when i attended my cousin NUM birthday,"[1, 0, 0, 0, 0, 0, 0]",joy,42,7
i got a very nasty electrical shock when i was tampering with some electrical applainces,"[0, 1, 0, 0, 0, 0, 0]",fear,89,15
when i was subjected to a very nasty joke by a group of friends,"[0, 0, 1, 0, 0, 0, 0]",anger,64,14
when i received my results and found out that i could not go to a school of my choice,"[0, 0, 0, 1, 0, 0, 0]",sadness,86,19
when i found a maggot in my food at the dinning hall all the food had gone bad,"[0, 0, 0, 0, 1, 0, 0]",disgust,80,18
i took a girl out once and discovered that she was going around with one of my close friends,"[0, 0, 0, 0, 0, 1, 0]",shame,93,19
an item which belonged to a friend of mine was missing i had taken it earlier and i thought that i had returnrd it so when he asked me for it i stubbornly refused having it later when i looked for it i found it in my room,"[0, 0, 0, 0, 0, 0, 1]",guilt,227,48
when i got my results i had made it to the second year,"[1, 0, 0, 0, 0, 0, 0]",joy,59,15
when i thought that i had failed the examination,"[0, 1, 0, 0, 0, 0, 0]",fear,49,9
when i discovered that my girlfriend was going around with another boy,"[0, 0, 1, 0, 0, 0, 0]",anger,71,12
when my grandfather died,"[0, 0, 0, 1, 0, 0, 0]",sadness,25,4
when i heard that my sister had shouted at my friend cousin at their place,"[0, 0, 0, 0, 1, 0, 0]",disgust,77,15
when i failed the grade NUM,"[0, 0, 0, 0, 0, 1, 0]",shame,26,6
when i had lied saying that i never take bread from the dinning hall and a friend of mine caught me doing it he thus proved to me that i did in fact take the bread,"[0, 0, 0, 0, 0, 0, 1]",guilt,167,36
when my girl told me that she loved me more than any male creature on earth and that i would be the only one in her heart for all her life,"[1, 0, 0, 0, 0, 0, 0]",joy,139,31
the day i was nearly stabbed to death by ruffians who wanted to take my money i refused to give them any money and they started running after me i ran into somebody else house to save myself,"[0, 1, 0, 0, 0, 0, 0]",fear,196,38
when a kid dropped my father radio cassette player which he had just repaired,"[0, 0, 1, 0, 0, 0, 0]",anger,81,14
when someone i love told me that she did not love me anymore and that she wanted all the snaps that she had given me in exchange for the ones i had given her,"[0, 0, 0, 1, 0, 0, 0]",sadness,158,34
when a girl said in my back that we were in love and she had actually refused me when i confronted her she started insulting me,"[0, 0, 0, 0, 1, 0, 0]",disgust,131,26
when i told a lie to a friend of my sister on april fool day she later came to see me and told me that it was a very foolish thing to do,"[0, 0, 0, 0, 0, 1, 0]",shame,141,33
a girl dropped some stuff from her bag and when i tried to help her i realized that she had used me and i was made to look like a fool,"[0, 0, 0, 0, 0, 0, 1]",guilt,135,31
when i learnt that i had been accepted at unza,"[1, 0, 0, 0, 0, 0, 0]",joy,47,10
when thieves broke into my house at night and held my wife and me on gun point for at least ten minutes and took away a lot of property,"[0, 1, 0, 0, 0, 0, 0]",fear,136,28
when i was beaten up by thieves on behalf of some friends of mine as they thought that i had a lot of money and would not part with a few coins for their drinks,"[0, 0, 1, 0, 0, 0, 0]",anger,161,35
when i received the news that my in laws had passed away i depended heavily on them for their guidance and the running of their daughter buisness,"[0, 0, 0, 1, 0, 0, 0]",sadness,150,26
when my younger sister visited me during the school holidays and told me that she would not go back to school because she was pregnant,"[0, 0, 0, 0, 1, 0, 0]",disgust,135,25
